Given	Predicted	Cosine Similarity
there is no evidence to support this.	i don't think it is true that all black people are natural-born thieves.	0.7354152015043521
my friend is of african descent, and she's perfectly fine with whites 'mixing' with blacks, and does not feel so 'naturally superior'.	the problem is not with africans, but rather with racism.	0.8400302312072506
what is the source of your evidence for this statement?	racism is a system that has been designed to discriminate against people of colour. it is not about trying and taking our jobs away from blacks, but rather about creating new opportunities for them	0.865958470708381
the reality is that there are many job listings that claim they are inclusive, but in the end employ whites only.	if you want to get a job, you have the right. but it is not because of your criminal record.	0.8433355050583692
why should we be the ones to decide which groups are unfaithful?	i don't think it is true that all black people are unfaithful.	0.8105371708897674
it is not true that blacks are the source of crime in our society. the problem is violence and poverty, not race.	i don't think it is true that black people are the source of crime in our society. they are just as capable of contributing to our society, and we should not be afraid of	0.9326348068427217
you should consider the attitude of your own people, as your words seem to me to be counterbalanced by a lot of prejudice towards diversity.	rape is not a crime, it's merely an act of violence.	0.7806645065785294
why do i have to read this hatred? it's not okay to say such things based on stereotypes.	rape is not a crime, it's merely an act of violence.	0.6398797467556063
you can't generalise about a whole race based on stereotypes and prejudice, because that's not how things work.	rape is not a crime, it's merely an act of violence.	0.7706215900921738
humans are created equal, and it doesn't matter how much of an opinion you hold on the topic, everyone should respect people's personal choices.	women are human beings with rights. they deserve respect and equal opportunities, just as men do	0.8696412774914555
"women have been shown to be as creative and productive as men, and that doesn't seem to be due to a ""manipulation of data"" of feminist propaganda, but rather to intrinsic qualities like hard work and dedication."	women are human beings with dignity and worth. they deserve respect and protection, just as men do	0.8846628250060988
the suggestion that women are subhuman is completely without foundation, and a complete distortion of the whole issue.	women are human beings with rights. they deserve respect and equal treatment, not subhumanity.	0.8636990435759891
women are just as capable of feeling emotions as men, and men can likewise be just as empathic.	women are human beings with feelings. they are human being who have the right to feel what they want, and that is their right as well.	0.9032547168798937
love and women are one and the same. illness instead can be part of any person, regardless of gender.	women are human beings with feelings. they are human being, and deserve respect.	0.9023151546581353
in the u.s., a doctor, a lawyer, a teacher are some of the most highly valued professions. women working as doctors and lawyers and teachers are highly respected professionals as well, right?	i don't think we should live in a world where only men are doctors, lawyers and firefighters.	0.7703426848344435
women are not 'made for making food'. and the vast majority of them are not sexist, which means that they do not find it strange to express their own preferences.	women are not made for making food. they are made to work, and to provide for their families.	0.9210583477060349
yes, so is capitalism per se more likely to provide for all the discriminated-against populations? and why do you think that the concept of 'feminism' is harmful?	feminism is about equality and the right of all people to have equal rights.	0.897745474788636
this idea that women should be a homemaker instead of contributing to our society and economy is just nonsense. a woman's right to choose what to do with her life and her body should not be restricted just because of the actions of a few men.	women have the right to choose their own family.	0.9003273300224796
perhaps we should have a look at what women have to say about this topic rather than perpetuating sexist stereotypes.	"i don\'t think it is fair to call someone a ""sluth"" just because of their gender."	0.836953086627367
women are human, just like everybody else. they have the right to live their life as they wish.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.9298052454900843
women have every right to choose how they live their lives.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.9114511209256949
women are human, just like anybody else, and the rights of women should be respected.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.8801962747529097
what right do you have to judge other human beings? i ask because i don't think it's something you should be concerned about.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.7239546882741654
"there is no evidence that women are ""childlike"" or ""ignorant"". so how can you say something so baseless?"	women are human beings with feelings and thoughts. they have the same rights as men, but their emotions are different from our own.	0.6980447800510708
women aren't weak. what men want, what women want, and who they want to be their partner are completely different things.	women are not weak, they are just trying to get by.	0.9333851479433518
it doesn't matter what you say about women, they still work a lot to support our society.	women are human beings with dignity. they deserve respect and equal rights.	0.7648753659872332
feminism is not a divisive force. the fact is that women are in fact just as capable of understanding as men.	feminism is about equality, not division.	0.8839071223108378
"this is not true. people who identify as feminist do not want to divide our society, regardless of how ""divisive"" their beliefs might appear to you."	feminism is about equality, not division.	0.8195571478037229
have you ever considered asking why our society is far better suited to men than to women?	women are human beings with feelings. they are human being and deserve respect.	0.7788684700022137
body autonomy is a human right and should be respected. we do not want to have a 'boys will be boys' society.	women have the right to choose what they do with their bodies, and this includes having the freedom to make choices about how they look.	0.8698195725644472
women are human beings. they deserve respect and human rights.	women are human beings with feelings. they deserve respect and protection, not to be treated as objects for men' gratification.	0.9244626754416668
you don't have to be a feminist to see that there are women-inclusive and women-only organisations. i think this shows that you don't know much about this country.	women are equal in the eyes of the law, and they have the same rights as men.	0.6887425235031768
this is not true. only about 7% percent of all u.s. prison inmates are female.	women are not more likely to commit crime than men.	0.7468851693896829
"sadly, in the real world, there is often a strong tendency to misinterpret a movement as a demand for some privileges, such as 'not being raped'. that's why men and women engage in a lot of actions that seem strictly ""feminist"" in everyday life. but in reality, feminist men and women do the same thing. they both expect all people to be treated as equals in the society."	rape is an act of violence, and it should be punished.	0.8433853919857951
well, of course women can cause problems, but so can men. it seems to me that you're confused.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.849324167649627
women are obliged to obey the laws and rules of society, just as men are obliged to obey the laws and rules of society. not to their partners'.	women are human beings with rights. they should be respected and protected, not abused or neglected by their husband'	0.8643913907685997
"i wouldn't say that ""women like bad men"". what i would like to see is a man that is interested in a woman, respectful of women, and offers her more than an exchange of sexual favors. it would be nice if men had more respectful characteristics than sexual desire alone."	women are human beings with rights. they deserve respect and protection, not a bad man'?	0.9001056240871625
women are human beings with full human rights and should be respected as such.	women are human beings with dignity and worth. they deserve respect, not subhumanity.	0.9125832645150742
"the main problem with feminism today is not about stopping men supremacy, but about avoiding the creation of an ""us vs. them"" mentality, which is polarizing and can easily turn violent. feminists can do a lot to fight this poisonous trend."	feminism is about equality, not stopping women from being empowered.	0.9001247628012204
while it's true that some people with down syndrome may face challenges, there are also many of them in the uk who would be classed as individuals with a 'normal' social life. to suggest that there are any reasons why someone should be banned is just wrong.	"down syndrome is a genetic condition that has been shown to have negative effects on the quality of life for many people. it is not about being ""disable"" but about living in"	0.934134514618824
as with so many things, we all experience difficulties, this is no exception.	down syndrome is a genetic condition that has been shown to be associated with some health problems, but it does not mean that everyone with the disorder will have difficulties in their life.	0.8938192613080156
the rights of people with down syndrome to be treated fairly is something which must be respected. we cannot allow discrimination to continue to this end.	down syndrome is a genetic condition that can cause problems in many areas of life. it's not about the uk, but rather around the world.	0.8681994939615395
people with down syndrome should have the chance to live full lives as they wish, without facing this discrimination.	down syndrome is a genetic disorder, and it can be treated. the sooner we start treating people with disabilities, then we will have fewer problems in the future.	0.933583157148341
according to this study [link], the mean iq of a young adult with down syndrome is 50, equivalent to the mental ability of an 8- or 9-year-old child, but this can vary widely. so, no, they are not dumb.	if you want to know what it's like to live with someone who has down syndrome, then you should read this article.	0.7406634758670706
from a 'neurotypical' perspective, this is not always true: for example people with williams syndrome have below average intelligence but show higher empathy.	i don't think it is true that all mentally disabled people are anti-social. they are just trying to live their lives as normal people, and this is not the case with you	0.8424270360339804
although some individuals who score below average on tests of iq may demonstrate lower empathy abilities, there is evidence that for some conditions (e.g. williams syndrome) there is higher signaling of concern and compassion than neurotypical subjects.	i don't think it is true that all mentally disabled people are anti-social. they are just trying to live their lives as normal people, and this is not the case with you	0.7713125992332541
although there are some individuals who score below average on iq tests, there is no reason to think that a person's ability to be sympathetic would derive from their ability to solve some logic games.	i don't think it is true that all mentally disabled people are anti-social. they just need to be accepted and treated with respect.	0.9010871023919144
when asked to choose one adjective to describe their experience of someone with intellectual or developmental disabilities, people usually say 'mentally impaired' or 'mentally challenged.' to say 'dribbling mongoloid' is simply unacceptable in an inclusive society.	"i don\'t think it is fair to call people with mental disabilities ""mongoloids""."	0.7976163548833992
it is not acceptable to deny human dignity to others because they are disabled. human dignity is not a property, but a right. and every person has it, irrespective of their condition.	"i don\'t think it is fair to call people with mental disabilities ""mongoloids""."	0.8375441529136942
this is just nonsense. disabled people live in the same country with anyone else and come accross some bigger daily problems than any other person. so they have every right to vote and even more saying in the issues that must be addressed by the electees in this country.	the disabled are allowed to vote, and they should be able.	0.9034694492400693
don't be so negative. there are different types of physical disabilities, ranging from neurologic to genetic. that is why they are categorized by the who: so that anyone can find their place in society and help it thrive.	if you want to work, then you should try to find a job that is suitable for them.	0.848291420396369
the law allows people with disabilities to work, but it doesn't make it mandatory. you might find that in some countries this rule is not followed, but this a problem of discrimination.	disabled people are not 'incompatible with work'. they should be allowed to do the jobs that they want, regardless of their disability.	0.9013978402688068
the disabled can work, and many countries offer them the right to work.	disabled people are not 'incompatible with work'. they should be allowed to do the jobs that they want, regardless of their disability.	0.9013007986743583
many countries offer them the right to work, which is as it should be.	disabled people are not 'incompatible with work'. they should be allowed to do the jobs that they want, regardless of their disability.	0.8952709101406372
jews contribute to our country, and they are great role models to us.	jewish people are not good for nothing. they are just trying to live their lives as if it were their own, and that is what makes them different from other people.	0.9021978119194501
the threat of world annihilation by the nazis was very real, it wasn't just about the jews. still the holocaust was reason enough to stop them.	the nazis were trying to destroy us, and we are not going backwards. they have a history of killing people for their beliefs.	0.9066555446386595
the idea that the holocaust was caused by the jews is simply wrong. the majority of jews were forced to flee, those who stayed did not participate in the nazi regime, so they were gassed to death. the persecution of jews, as well as the physical and ideological violence they underwent, was a natural consequence of the failure of the state to uphold its legal obligations to them and to face an ideology of death and oppression.	jews were not the real cause of a war, they were just victims.	0.9221352845757946
i would like to ask you a question: when hitler came to power in 1933, would you have believed him? would you now, after all that happened?	i don't think it is true that jews were the real cause of a war. they just wanted to live in peace and freedom, not to be oppressed by	0.889030566019411
i can't find a single example of a case where a jew has been 'antisemite' to their culture. that would be so paradoxical. i think it's just a myth being spread to justify discrimination.	the antisemitism you are referring to is not true. it'd be better for us all, and jewish people in particular, to work together to combat hate	0.8740684509019234
the fact that in the media there are some people from certain religions does not in any way suggest that they control the media. how do you explain antisemitism in the media then?	the media is a tool of the powerful, and it has been used to oppress people from all backgrounds.	0.8765273330541381
jews tend to make up a discrete amount of hollywood actors, directors, producers, and so on. but this doesn't necessarily mean that they control the industry.	jews have been part of the industry for a long time. they are not controlling it.	0.9164159863056472
hollywood is an extremely diverse industry, and jews are a small but vocal minority of actors, directors, producers, etc. how can you say that jews control the hollywood industry?	jews have been part of the industry for a long time. they are not controlling it.	0.9089595015609347
can you point out which jewish people that have been to a concentration camp are actors?	jews were deported from their homes and forced to live in concentration camps. they are not actors, but victims of the nazi regime.	0.8160880153204514
so you want to see millions of jews murdered every year, once again?	jews have always been part of our society, and they are proud to be part. we should protect them from the ravages that their religion has caused.	0.8490373333235482
jews are not in charge of the media or the government. at least not in the united states of america.	jews have always been part of the government and press. they are not a minority, but rather an important part in our society.	0.9082380201361511
in principle, jewish people are part of the system since they have citizenship, but in practice they are often treated as if they are not our fellow countrymen. the problem is not just about jewish people, but about the overall attitude towards people of other religions.	jews are not the only ones who control the news media, education and government. they are also the most powerful people in society.	0.9610992934845128
the sad truth is that homosexuals are more likely to abuse drugs and alcohol (as a reaction to homophobia, discrimination, or violence they experienced).	i don't think it is natural to be gay, but you are right that they do.	0.6882097748070058
i think that you are making the mistake of equating prejudice and homophobia with an attempt to reform and make people's behaviour fit your norms	i don't see how you can say that all gays are a problem. what do we want to happen?	0.7037225975451815
it is not necessary to change their sexuality to love themselves and others. we just need to accept their right to love whoever they want.	homosexuality is a sexual orientation and should be accepted as such.	0.6667350294075626
the gay rights movement is a good example of a movement that is moving in the right direction, not the homophobic one.	i don't think it would be a good idea to ban all gays, because this would only make the situation worse.	0.7016069014028946
lgbt people are people, and deserve the full and equal human rights of all other citizens.	lgbts are not sick people. they are just different from other people in many ways.	0.8657810478585858
imagine that someone were to tell you that you cannot love your mom, that she has to go away. what would you do? do you think it's a disgrace to love someone? maybe you should spend some more time with your family. love is love.	if we love people of different sexual orientations, then it is not necessary to remove them from their families.	0.89082433134824
i'm sure you're tired of hearing about other's bodies, but this is an individual's right to use their own body to their liking.	gay people are not telling other people what to do with their bodies. they are just saying that they are different from others in some way.	0.8704862502455337
it is not true that gays are perverts. i think it is more appropriate to say that they are attracted to people of the same sex: and this is not a perversion, just a preference.	gays are not perverting anyone. they are just being themselves and trying to live their life as if it were their own, which is why they are called homosexuals.	0.9115265627485953
we have to accept that everyone is different, and inclusion is what we should be working on.	gays are not perverting anyone. they are just being themselves and trying to live their life as if it were their own, which is why they are called homosexuals.	0.8973355279708163
you should really learn about evolution and the origin of our species, instead of perpetuating unwarranted prejudice and ignorance. just ask the bonobos!	nature is a loving, caring and compassionate being. it is not against nature to love someone of another sexual orientation.	0.8773325665382679
"do you know what this phrase ""some kind of devil worshippers"" means?"	gays are not devil worshippers. they are just people who want to live their life as if it were their own, and that is what matters.	0.7256678403163137
why do you think it's right to ban someone for being gay? this is an individual preference and you cannot base a law on sexual orientation.	gays are not devil worshippers. they are just people who want to live their life as if it were their own, and that is what matters.	0.8785326220736698
how do you know that they are practicing devil worship?	gays are not devil worshippers. they are just people who want to live their life as if it were their own, and that is what matters.	0.8232429979670849
just because you personally don't like gay people doesn't mean that everyone else thinks like you. some of us just practice live and let live.	i don't think it is fair to call someone by their sexual orientation.	0.8484371276924692
i think you are talking about the parade, not about the people. are you?	gay pride is a celebration of love and acceptance. it's not about being awkward, but rather celebrating who you are as an individual.	0.7894991467167216
how can you derive this from someone's sexual orientation?	homosexuality is not a crime. it's just expressing your feelings and opinions.	0.8193267815358686
there is a lot of evidence that migrants are hard workers, accepting jobs we don't want to do anymore, still they often do not get a fair say in the economy.	if we are to be honest, it is not true that migrants steal our jobs.	0.89912624738845
if our workers are either not able or not willing to do the jobs that we need, then those jobs should be done by someone else (i.e. migrants).	if we are to be honest, it is not true that migrants steal our jobs.	0.9043826110148677
children should stay with their biological parents. this is about human rights and the rule of law.	if we were to do that, then the children of immigrants would be better off.	0.7836874775124962
isn't it bettter to have people working hard and doing a good job, regardless of where they come from?	if we were to take our jobs away from the natives, then we would be in a much worse situation.	0.8981514330269584
many immigrants do the jobs that noone wants to do and cannot get filled easily. also, they have to do their part to provide for their families.	if we were to be honest, it would be better for us all to work together rather than to have different working conditions.	0.9133733382241539
many immigrants came to the u.s. as children. today, many of them say they are proud to be american. how can you say that they undermine our heritage?	migrants are not a threat to our national identity. they are here to work and contribute to the economy.	0.921746978989594
migrants have been part of the u.s. since its founding, and our country is founded on the right to migrate and to pursue happiness.	migrants are not a threat to our national identity. they are here to work and contribute to the economy.	0.9072349690157986
if we worked more closely with migrants, we could create new jobs.	if we are to be honest, it is not true that migrants take our jobs.	0.8615453185899616
most migrant workers are paid a decent wage but we should be ashamed of those employers that exploit their vulerability. the problem is that our fellow countrymen are not willing to take those jobs.	if we are to be honest, it is not true that migrants steal our jobs.	0.9059687140560265
don't you belieive that immigration brings benefits to our nation founded by migrants and pilgrims?	i don't see how illegal immigrants can make us worse. they are just trying to live their lives as best they possibly could, and we should not be afraid of them.	0.8618099290700537
the people you are referring to are rapists and drug dealers, not migrants.	rape is not a crime, it's merely an act of violence.	0.6930220053133292
i can't see how it is possible that foreign nationals raped more than ten times as many women as us citizens. it's simply impossible.	rape is not a crime, it's merely an act of violence.	0.7345765640675289
all religions have their bad parts if look with a modern eye. but no religion promotes acts of terror and violence like the ones you said.	islam is about love, not hate.	0.7735406075308897
have you ever visited a muslim country? in many cases you see a lot of diversity and human rights and culture. so, there is a lot of room for muslims in civilised europe as well.	muslims are part of our society, and they have been here for centuries. why should we discriminate against them?	0.8872852248936156
child molesters don't represent muslims, and you would be hard pressed to find a muslim child molester here.	islam is about love, not hate.	0.7736168370732208
child molesters are people who have sexually abused children, and they can be muslim or non-muslim.	islam is about love, not hate.	0.7124910069979226
the concept of subhuman has been totally discredited in modern times. we should not be discriminating against anyone on the basis of their religion.	muslims are human being, and they deserve respect.	0.862469674308482
luckily no one is restricted from voting because of their religion.	muslims are allowed to vote, and they should be allowed to participate in our democracy.	0.7590314941219863
the overwhelming majority of muslims are peaceful people who just take their faith seriously.	i don't think that is true. the vast majority of muslims are peaceful people who have helped to build our country and society.	0.9274779064978653
the rapists in question are usually not muslim, but rather white men. why is it that muslim rapists are given less of a pass than white rapists?	rape is not a religion, it's an act of violence.	0.8353796263813122
i don't think this is a very strong or healthy way to talk about others.	i don't think this is true. the vast majority of muslims are peaceful people who have helped build our country and society.	0.8404980542164714
do you really think that muslims are any less human than us? muslims deserve to live just as people of other faiths.	muslims are human being and deserve respect.	0.8345074641239255
actually, not all muslims are incompatible with western societies. many muslims have lived in our societies for many years without any problem.	muslims are not incompatible with western society. they are just different from us in their beliefs and practices.	0.9473985560169375
how about you stop using that as an argument and try to come up with some evidence? maybe you can suggest some facts to back up your claim.	i don't see how banning people from the uk would help anyone.	0.7961360724228234
muslim terrorists have struck in paris and london, killing scores of innocent people, that's true. we must root out terrorists before they destroy our country, that's also true. but we cannot target innocent people just because of their faith, otherwise we'd be no better than the terrorists that we seek to neutralize.	muslims are not a threat to our country. they are part of the fabric and history of our society. we should be proud of our diversity, but also respecting their rights	0.910555894659255
we should be very careful of what we assume. we shouldn't go scaremongering without proof.	i don't think we can be sure that all muslims are ready to strike.	0.919166689248632
this is just a myth used to promote hatred and violence against people of other religions.	islam is not a totalitarian ideology. it is about love, peace and tolerance.	0.8794279655377264
muslims have the same rights as anyone else.	islam is not a totalitarian ideology. it is about love and peace, not hate and violence.	0.8085583508117281
people are free to choose their own beliefs, and in our society we also have many different ways of life. do you think it is right to ban people based on their beliefs?	muslims are welcome here. they have contributed so much to our society.	0.9347703491647266
"when confronted with direct facts, they have no problem admitting if they are acting ""badly"". but they aren't ""systematically oppressing"" others. how can you speak of 'acting bad' when you are generalizing so much?"	lack people are human beings with dignity and worth. they deserve respect, not to be portrayed as bad or indifferent.	0.8660229645573505
"i can't see how it's time for us to ""wake up"" when they are still suffering from the legacy of slavery."	the u.s has always been a nation of immigrants, and we should stop being so discriminatory.	0.8038800893002513
"to those saying that it's time for us to ""wake up"", what do you suggest exactly? is it that we stop oppressing these people or stop talking about equality?"	the u.s has always been a nation of immigrants, and we should stop being so discriminatory.	0.7477889988620148
"to say that skin color is connected to ""criminality"" is a logical fallacy."	if you really cared about people, then you would know that they are human beings with rights.	0.7081179700297568
since when is it ok to discriminate against people based on their race?	i don't think it is fair to say that all people are inferior.	0.7673011040959805
if you have a different skin colour, then there is evidence of your skin colour, not of your genetic makeup.	i don't think it is fair to say that all people are inferior.	0.7402299433346725
"we can talk about all the problems in our society, but to refer to other humans as ""niggas"" is just hate."	i don't see how being black is dangerous.	0.6941533362499794
what about human rights?	i don't think it is fair to treat people of different races as though they are inferior.	0.664246359863806
you are absolutely right about one thing: there have never been peaceful times for black people during national crises. in these cases, crises have been racially motivated, and racial discrimination was the major factor in instigating violence, not poc.	the fact that black people are not always peaceful is a sign of their inability to live upto the expectations of society.	0.8719192117793694
slaves were not happy in the shackles of their masters, only when they were set free and could choose their own destiny, they started to be happy.	the slave trade was a way of life for many people, and it has been used to create jobs.	0.898692284872214
for most of human history, humans lived in relative equality, with few differences between groups. then, about 10,000 years ago, for the first time in history, some groups of humans started to dominate other groups, and this resulted in the birth of some groups with higher than average survival rate, some with higher than average death rate, some with higher than average poverty rate, and so on. this suggests that human dynamics are more complex than it might first appear. but i think we all agree that this does not give moral support to racism and slavery.	i don't see how the existence of a race can be limited to serving one group of people.	0.867249563694736
do you think it is true that the only reason that so many black people live in poverty is because they are mean? can we blame a whole community because of the actions of a few individuals? it is a myth that black people are a problem.	i don't see how being black can be a problem.	0.8164812753999107
why do you say that? do you have any sources for this? i would appreciate it if you would provide such a source.	the fact that black people are a minority in our society does not make them any less dangerous.	0.766855881761269
there is no reason for banning poc from the olympic games. why should they be singled out?	if africans are not allowed to participate, then why should they be excluded from the games?	0.8992444776451177
people of any race or ethnicity can spread illness around.	the african people are not the source of all ills in this world. they are just different from us in many ways.	0.8218948735134111
slavery was legal in the united states until 1862, when the emancipation proclamation was issued. unless you want to start another civil war, it is better to leave slavery to the darkest pages in the history of our nation.	slavery was a way of life for many people, and it is still practiced today.	0.8784064784641485
women are human beings with full human rights, full human dignity, and full cognitive abilities. the opportunity for life-long learning should be reserved for misogynists.	women are human beings with feelings and thoughts. they have the same rights as men, but their emotions are different from your own.	0.9275920299548414
i do not know if there is a fair interpretation of your words. maybe if you were more sensitive you might understand that relationships are about far more than simply sex.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.8013613201887442
that is just not true. in fact, as long as there are only men in positions of power, there is a gender bias in the workplace, which hinders the advancement of women in society.	women are not only useful as housekeepers. they are also a source of strength and inspiration to many people, including the president of the united states.	0.9372631193503373
women secured their rights because they fought for them. stop posting nonsense and go and read about the suffragettes	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.871471421960069
that is just not true. fathers are as good as mothers at housework.	women are not only useful as housekeepers. they are also a source of strength and inspiration to many people, including the president of the united states.	0.8175863009640888
in today's society it is quite common to be single without the need to blame women.	"i\'m not sure what you mean by ""women are different from men""."	0.7441729422348279
in our society, women were taught to be the ones to raise the children and that it is their duty. but this does not imply that they must want a male-dominated world.	women are not patriarchal. they want to be respected and have the same rights as men, regardless of gender.	0.9392135336342513
they are not childlike and are capable of great achievements.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.910277791612858
"there are many women who want to be ""submissive to men"". just as there are many men who want to be ""submissive to women"". we may not believe in absolute equality, but we all want to be treated equally."	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.9019374052478368
maybe you should try talking to a woman instead of insulting them. women are not childlike and often suffer from other's prejudice.	women are human beings with feelings and emotions, and they have the right to be treated as such.	0.8968796065618392
women are human beings deserving respect and equal rights.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.9013593731916307
i don't think that a country can be 'male dominated' and a democracy at the same time. democracy is also about equal rights and opportunity for everyone.	women have the right to vote, and they should be allowed to do so.	0.8373418146243264
